track_name,artist_names,mood,valence,energy,danceability,tempo
Roll in Peace (feat. XXXTENTACION),"Kodak Black, XXXTENTACION",calm,0.363,0.524,0.747,140.053
Habitual,Justin Bieber,calm,0.63,0.443,0.764,138.999
Fantasía,Ozuna,happy,0.781,0.719,0.695,180.074
Motley Crew,Post Malone,calm,0.288,0.631,0.797,129.915
Me Arrepentí,"Ak4:20, Pailita, Cris Mj",happy,0.907,0.786,0.861,92.031
Middle of the Ocean,Drake,energetic,0.25,0.703,0.466,76.815
SORRY NOT SORRY,"Tyler, The Creator",energetic,0.495,0.797,0.481,96.237
Calypso,"Luis Fonsi, Stefflon Don",happy,0.923,0.859,0.866,109.972
Lost Cause,Billie Eilish,calm,0.522,0.334,0.526,74.966
Alice,Lady Gaga,energetic,0.323,0.88,0.723,123.036
Agua de Jamaica,Maluma,happy,0.726,0.665,0.664,173.961
People Pt.2 (feat. IU),"Agust D, IU",calm,0.438,0.574,0.729,88.94
Yummy,Justin Bieber,calm,0.494,0.514,0.687,145.921
Empty,Juice WRLD,calm,0.449,0.561,0.745,77.557
Used To Be Young,Miley Cyrus,calm,0.455,0.632,0.451,147.06
Endless Fashion (feat. Nicki Minaj),"Lil Uzi Vert, Nicki Minaj",calm,0.413,0.605,0.731,132.946
Tarot,"Bad Bunny, Jhayco",calm,0.419,0.684,0.795,114.011
Keine Liebe,"RIN, Bausa",energetic,0.538,0.795,0.818,104.084
Si Veo a Tu Mamá,Bad Bunny,happy,0.824,0.603,0.9,129.928
PUNANI,6ix9ine,calm,0.42,0.541,0.841,97.961
idontwannabeyouanymore,Billie Eilish,sad,0.247,0.412,0.483,170.163
Into the Unknown - Panic! At The Disco Version,Panic! At The Disco,energetic,0.313,0.828,0.456,116.719
Candy Paint,Post Malone,calm,0.434,0.688,0.765,90.013
Remember I Told You,"Nick Jonas, Anne-Marie, Mike Posner",calm,0.814,0.54,0.631,112.868
My Dawg,"21 Savage, Metro Boomin",calm,0.364,0.532,0.831,140.105
FE!N (feat. Playboi Carti),"Travis Scott, Playboi Carti",energetic,0.201,0.882,0.569,148.038
Cigarettes,Juice WRLD,calm,0.467,0.615,0.597,160.014
Jail,Kanye West,calm,0.586,0.571,0.458,110.013
YaMeFui,"Bizarrap, Duki, Nicki Nicole",calm,0.175,0.644,0.785,100.959
SUPEREROI,Mr.Rain,calm,0.453,0.619,0.47,136.083
Somebody’s Problem,Morgan Wallen,calm,0.62,0.538,0.658,136.967
7am On Bridle Path,Drake,calm,0.141,0.531,0.724,89.901
D.R.E.A.M. (feat. Ghostface Killah),"Miley Cyrus, Ghostface Killah",calm,0.449,0.637,0.688,160.026
High Infidelity,Taylor Swift,calm,0.758,0.536,0.652,87.963
DJ Got Us Fallin' In Love (feat. Pitbull),"USHER, Pitbull",happy,0.654,0.861,0.663,119.963
EL AMOR DE SU VIDA,"Grupo Frontera, Grupo Firme",happy,0.746,0.834,0.616,151.701
Bad Boy (with Young Thug),"Juice WRLD, Young Thug",calm,0.198,0.674,0.697,81.535
Girl,Myke Towers,happy,0.694,0.708,0.733,93.021
RAPSTAR,Polo G,calm,0.437,0.536,0.789,81.039
RAP DEVIL,mgk,happy,0.776,0.834,0.896,149.968
Body,"Loud Luxury, Brando",energetic,0.582,0.764,0.752,121.958
Gucci Gang,Lil Pump,calm,0.699,0.523,0.936,119.889
The Greatest Show,"Hugh Jackman, Keala Settle, Zac Efron, Zendaya, The Greatest Showman Ensemble",energetic,0.4,0.824,0.417,157.92
Playinwitme (feat. Kehlani),"KYLE, Kehlani",calm,0.676,0.587,0.687,156.575
Higher We Go - Intro,Migos,calm,0.184,0.547,0.825,152.007
Chico,Luísa Sonza,calm,0.43,0.313,0.736,99.992
From The Start,Laufey,calm,0.743,0.405,0.664,81.89
10 Freaky Girls (with 21 Savage),"Metro Boomin, 21 Savage",sad,0.0727,0.353,0.81,88.031
Fiel - Remix,"Wisin, Jhayco, Anuel AA, Los Legendarios, Myke Towers",energetic,0.573,0.711,0.839,97.99
I Forgot That You Existed,Taylor Swift,calm,0.541,0.316,0.664,92.875
Right Now,"Nick Jonas, Robin Schulz",energetic,0.568,0.751,0.597,103.956
I Wish You Would (Taylor's Version),Taylor Swift,energetic,0.541,0.851,0.669,118.026
when the party's over,Billie Eilish,sad,0.198,0.111,0.367,82.642
Something Real,Post Malone,energetic,0.267,0.797,0.445,135.483
Better Not (with Wafia),"Louis The Child, Wafia",calm,0.392,0.537,0.783,113.977
Slide Away,Miley Cyrus,calm,0.288,0.538,0.53,148.051
Wir sind Kral,"Ufo361, Ezhel",energetic,0.337,0.714,0.805,158.004
Lisa,Young Miko,calm,0.831,0.446,0.82,81.01
Esskeetit,Lil Pump,calm,0.691,0.505,0.934,139.93
Robbery,Juice WRLD,calm,0.535,0.691,0.708,79.99
Visiting Hours,Ed Sheeran,sad,0.263,0.396,0.471,149.609
We are Bulletproof : the Eternal,BTS,calm,0.19,0.575,0.526,84.047
Andrea,"Bad Bunny, Buscabulla",calm,0.451,0.616,0.797,103.071
Vossi Bop,Stormzy,calm,0.428,0.653,0.682,188.115
The Bigger Picture,Lil Baby,calm,0.153,0.618,0.59,96.459
It's Beginning To Look Like Christmas,Bing Crosby,calm,0.576,0.212,0.473,96.94
Water,"Kanye West, Ant Clemons",sad,0.283,0.281,0.505,82.338
Dog Days Are Over,Florence + The Machine,energetic,0.258,0.809,0.501,149.964
Love Lies (with Normani),"Khalid, Normani",calm,0.338,0.648,0.708,143.955
Golden,Harry Styles,energetic,0.254,0.838,0.448,139.863
I Don't Belong In This Club,"Why Don't We, Macklemore",calm,0.164,0.543,0.797,115.036
you broke me first,Tate McRae,sad,0.0823,0.373,0.667,124.148
Broke Boys,"Drake, 21 Savage",calm,0.112,0.533,0.642,120.041
Blank Space (Taylor's Version),Taylor Swift,happy,0.755,0.725,0.737,96.012
Levitating (feat. DaBaby),"Dua Lipa, DaBaby",happy,0.915,0.825,0.702,102.977
The Other Side (from Trolls World Tour),"SZA, Justin Timberlake",happy,0.709,0.607,0.76,105.979
Rosa,J Balvin,calm,0.369,0.561,0.651,175.992
Toosie Slide,Drake,calm,0.845,0.49,0.83,81.604
Easy,Camila Cabello,calm,0.355,0.593,0.574,128.073
Lonesome Train,Stan Kenton,sad,0.193,0.211,0.534,93.236
My Universe,"Coldplay, BTS",energetic,0.47,0.711,0.573,105.006
Deja vu,"Prince Royce, Shakira",happy,0.824,0.801,0.732,123.981
Easy On Me,Adele,sad,0.13,0.366,0.604,141.981
Sleigh Ride,The Ronettes,happy,0.853,0.772,0.529,91.751
"Tere Vaaste (From ""Zara Hatke Zara Bachke"")","Sachin-Jigar, Varun Jain, Shadab Faridi, Altamash Faridi, Amitabh Bhattacharya",happy,0.958,0.717,0.762,109.996
Tal Vez,Paulo Londra,happy,0.76,0.655,0.849,161.966
Chrome Heart Tags,Lil Uzi Vert,energetic,0.574,0.768,0.702,70.056
Tell It To My Heart,"MEDUZA, Hozier",energetic,0.489,0.715,0.539,123.854
CORSO,"Tyler, The Creator",happy,0.745,0.845,0.703,97.672
Major Distribution,"Drake, 21 Savage",calm,0.225,0.546,0.908,131.016
LOCATION,"KAROL G, Anuel AA, J Balvin",happy,0.66,0.765,0.771,115.984
IDK You Yet,Alexander 23,sad,0.191,0.306,0.629,76.994
DÁKITI,"Bad Bunny, Jhayco",calm,0.145,0.573,0.731,109.928
double take,Dhruv,sad,0.209,0.437,0.456,108.678
Christmas (Baby Please Come Home),Darlene Love,energetic,0.36,0.759,0.325,126.627
Rudolph The Red-Nosed Reindeer,Burl Ives,calm,0.806,0.275,0.67,152.649
pop ur shit,"21 Savage, Young Thug, Metro Boomin",sad,0.29,0.497,0.86,123.047
X ÚLTIMA VEZ,"Daddy Yankee, Bad Bunny",energetic,0.573,0.855,0.812,90.04
Bala Love,"Mc Anjim, Dj Lv Mdp, DJ PH DA SERRA",calm,0.492,0.318,0.628,86.453
No Lie,"Sean Paul, Dua Lipa",energetic,0.463,0.882,0.742,102.04
The Kind of Love We Make,Luke Combs,energetic,0.464,0.745,0.608,102.025
Wasting Time ( feat. Drake & The Neptunes ),"Brent Faiyaz, Drake, The Neptunes",energetic,0.374,0.72,0.443,89.378
The Truth Untold (feat. Steve Aoki),"BTS, Steve Aoki",sad,0.169,0.422,0.57,113.007
Why'd You Only Call Me When You're High?,Arctic Monkeys,happy,0.8,0.631,0.691,92.004
Make You Mine,Madison Beer,calm,0.466,0.658,0.514,123.171
Explícale (feat. Bad Bunny),"Yandel, Bad Bunny",happy,0.64,0.69,0.808,125.086
Vaina Loca,"Ozuna, Manuel Turizo",energetic,0.555,0.805,0.754,93.982
Sugar,Maroon 5,happy,0.884,0.788,0.748,120.076
All Night Parking (with Erroll Garner) Interlude,Adele,sad,0.307,0.497,0.734,127.989
La noia,Angelina Mango,happy,0.677,0.871,0.68,112.094
Dime Si Te Acuerdas,Bad Bunny,calm,0.316,0.595,0.74,131.96
Antes de Perderte,Duki,happy,0.614,0.925,0.812,110.031
Lieben wir,Shirin David,happy,0.806,0.669,0.871,95.939
Super Gremlin,Kodak Black,sad,0.106,0.414,0.825,72.993
Castles Crumbling (feat. Hayley Williams) (Taylor’s Version) (From The Vault),"Taylor Swift, Hayley Williams",calm,0.378,0.57,0.576,147.803
WHAT TO DO? (feat. Don Toliver),"JACKBOYS, Travis Scott, Don Toliver",calm,0.195,0.594,0.643,118.037
Look At Me!,XXXTENTACION,energetic,0.349,0.726,0.763,139.059
Eu Gosto Assim - Ao Vivo,"Gustavo Mioto, Mari Fernandez",happy,0.61,0.909,0.636,154.189
Soon You’ll Get Better (feat. The Chicks),"Taylor Swift, The Chicks",calm,0.421,0.182,0.433,207.476
Ferrari,"Eno, MERO",happy,0.625,0.725,0.73,79.648
Suncity (feat. Empress Of),"Khalid, Empress Of",calm,0.344,0.639,0.695,90.027
Quizas,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid, Wisin, Zion",happy,0.677,0.815,0.727,176.075
00:00 (Zero O’Clock),BTS,calm,0.196,0.548,0.566,157.999
Arjan Vailly,"Manan Bhardwaj, Bhupinder Babbal",happy,0.878,0.825,0.532,75.723
ROCKSTAR (feat. Roddy Ricch) - BLM REMIX,"DaBaby, Roddy Ricch",happy,0.75,0.689,0.747,89.901
Two Ghosts,Harry Styles,calm,0.456,0.407,0.386,69.387
Behind Barz - Bonus,Drake,calm,0.272,0.554,0.854,142.069
DNA,"KC Rebell, Summer Cem, Capital Bra",calm,0.544,0.686,0.828,156.033
Scared To Live,The Weeknd,sad,0.196,0.498,0.504,87.221
Peace & Love,"Charlie Charles, Sfera Ebbasta, Ghali",energetic,0.319,0.785,0.68,152.962
YAH.,Kendrick Lamar,happy,0.648,0.7,0.67,69.986
BBO (Bad Bitches Only),"Migos, 21 Savage",energetic,0.471,0.771,0.808,161.94
Send My Love (To Your New Lover),Adele,calm,0.562,0.524,0.69,164.023
Power (feat. Stormzy),"Little Mix, Stormzy",energetic,0.438,0.863,0.568,173.007
Inner Child,BTS,calm,0.332,0.696,0.589,134.953
Fortunate Son,Creedence Clearwater Revival,happy,0.663,0.663,0.64,132.77
Hope,"The Chainsmokers, Winona Oak",calm,0.513,0.699,0.773,104.941
Kokain,"Bonez MC, RAF Camora, Gzuz",happy,0.608,0.677,0.615,170.117
Ponte Pa' Mi,"Justin Quiles, Misión: AVNGRS",happy,0.615,0.713,0.878,92.028
Super Freaky Girl,Nicki Minaj,happy,0.912,0.891,0.95,133.01
BAD!,XXXTENTACION,sad,0.374,0.492,0.78,143.983
You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault),"Taylor Swift, Maren Morris",calm,0.44,0.494,0.599,142.893
Tell Me U Luv Me (with Trippie Redd),"Juice WRLD, Trippie Redd",energetic,0.379,0.757,0.609,128.022
Clueless (with Pop Smoke & Fivio Foreign),"Polo G, Pop Smoke, Fivio Foreign",happy,0.674,0.712,0.734,140.369
I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault),"Taylor Swift, Chris Stapleton",energetic,0.473,0.715,0.391,149.654
Baila Conmigo (feat. Kelly Ruiz),"Dayvi, Victor Cardenas, Kelly Ruíz",energetic,0.556,0.972,0.745,128.031
So What,BTS,energetic,0.46,0.883,0.656,129.947
Hollywood (feat. Diplo),"Sfera Ebbasta, Diplo",happy,0.926,0.708,0.848,137.973
Sie ruft,Apache 207,calm,0.634,0.507,0.819,130.009
"You're On Your Own, Kid",Taylor Swift,sad,0.38,0.396,0.696,120.041
Leaders (feat. NAV),"Lil Uzi Vert, NAV",happy,0.886,0.654,0.95,132.936
PURE/HONEY,Beyoncé,calm,0.453,0.558,0.857,123.973
Ram Pam Pam,"NATTI NATASHA, Becky G",happy,0.924,0.813,0.908,97.018
Flowers,Miley Cyrus,happy,0.646,0.681,0.707,117.999
Codeine Dreaming (feat. Lil Wayne),"Kodak Black, Lil Wayne",calm,0.574,0.604,0.736,155.007
Dissolve,Joji,sad,0.38,0.401,0.356,92.488
All I Want (For Christmas),Liam Payne,sad,0.297,0.257,0.581,140.007
Swing,Danny Ocean,calm,0.532,0.616,0.729,106.486
Live It Up - Official Song 2018 FIFA World Cup Russia,"Nicky Jam, Will Smith, Era Istrefi",happy,0.8,0.944,0.582,143.97
Play Date,Melanie Martinez,energetic,0.446,0.729,0.68,123.97
Tyler Herro,Jack Harlow,happy,0.775,0.756,0.794,123.066
As It Was,Harry Styles,happy,0.662,0.731,0.52,173.93
Perfect Strangers,Lil Wayne,calm,0.542,0.644,0.746,146.187
exes,Tate McRae,calm,0.611,0.575,0.821,136.962
Todo Mundo Vai Sofrer - Ao Vivo,Marília Mendonça,energetic,0.581,0.743,0.621,111.454
Everyday,"Logic, Marshmello",energetic,0.422,0.741,0.667,149.908
MÁS DE UNA CITA,"Bad Bunny, Zion & Lennox",calm,0.317,0.5,0.865,92.976
Créeme,"KAROL G, Maluma",happy,0.652,0.874,0.715,96.995
Heartless,Kanye West,happy,0.654,0.647,0.79,87.999
Do You Hear What I Hear,Bing Crosby,calm,0.405,0.328,0.489,100.83
People Pt.2 (feat. IU),"Agust D, IU",calm,0.438,0.574,0.729,88.94
Like That (feat. Gucci Mane),"Doja Cat, Gucci Mane",calm,0.405,0.498,0.879,106.044
Tempo,EXO,energetic,0.519,0.842,0.686,115.944
Alfred - Interlude,Eminem,calm,0.914,0.231,0.429,74.545
Playinwitme (feat. Kehlani),"KYLE, Kehlani",calm,0.676,0.584,0.689,156.572
Party Monster,The Weeknd,calm,0.218,0.63,0.573,77.525
Yandel 150,"Yandel, Feid",energetic,0.58,0.729,0.783,167.968
Cold December Night,Michael Bublé,energetic,0.414,0.702,0.517,83.873
Lemon Pepper Freestyle (feat. Rick Ross),"Drake, Rick Ross",calm,0.431,0.637,0.77,94.966
TRUSTFALL,P!nk,energetic,0.25,0.888,0.636,122.032
Treacherous Twins,"Drake, 21 Savage",calm,0.609,0.517,0.746,88.987
Redemption Interlude,Zacari,sad,0.223,0.449,0.549,121.164
RUBICON,Peso Pluma,happy,0.915,0.816,0.758,139.959
Just Wanna Rock,Lil Uzi Vert,calm,0.0385,0.545,0.486,150.187
Tattoo - Remix with Camilo,"Rauw Alejandro, Camilo",happy,0.691,0.637,0.721,193.922
Adriana,RAF Camora,happy,0.675,0.8,0.76,135.04
‘tis the damn season,Taylor Swift,sad,0.351,0.435,0.575,145.91
CIRCUS MAXIMUS (feat. The Weeknd & Swae Lee),"Travis Scott, The Weeknd, Swae Lee",energetic,0.248,0.764,0.682,125.018
ANGELS & DEMONS,jxdn,energetic,0.463,0.8,0.554,115.056
Skit,BTS,calm,0.544,0.321,0.703,114.822
Fake,"Lauv, Conan Gray",calm,0.455,0.657,0.703,82.96
ANDO,"Jere Klein, Gittobeatz",calm,0.35,0.568,0.869,98.015
King Of My City,A Boogie Wit da Hoodie,calm,0.29,0.679,0.48,81.186
Qué Agonía,"Yuridia, Ángela Aguilar",calm,0.882,0.573,0.732,97.502
Stay,Post Malone,sad,0.35,0.48,0.507,86.046
For Us,V,sad,0.215,0.339,0.556,84.968
Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber",calm,0.537,0.45,0.597,178.765
Trampoline (with ZAYN),"SHAED, ZAYN",calm,0.498,0.459,0.619,126.803
BELIEVE IT,"PARTYNEXTDOOR, Rihanna",happy,0.731,0.7,0.43,158.373
Jingle Bells - Remastered 1999,Frank Sinatra,calm,0.951,0.339,0.512,174.609
Truth Hurts,Lizzo,calm,0.412,0.624,0.715,158.087
act ii: date @ 8,4batz,calm,0.749,0.417,0.718,138.811
Getting Older,Billie Eilish,sad,0.367,0.128,0.599,159.679
Tudo Ok,"Thiaguinho MT, Mila, JS o Mão de Ouro",happy,0.963,0.755,0.814,79.976
La Curiosidad,"Jay Wheeler, DJ Nelson, Myke Towers",happy,0.68,0.677,0.845,90.013
Treat You Better,Shawn Mendes,happy,0.821,0.803,0.624,166.018
White Dress,Lana Del Rey,sad,0.158,0.263,0.493,122.792
Tap In,Saweetie,calm,0.432,0.696,0.954,100.036
RISE! (feat. DAISY WORLD),"Tyler, The Creator, DAISY WORLD",energetic,0.481,0.814,0.766,108.07
Let Me Love You Like A Woman,Lana Del Rey,sad,0.148,0.245,0.403,128.333
Sobrio,Maluma,happy,0.631,0.77,0.762,177.998
LUNA,"Peso Pluma, Junior H",happy,0.793,0.629,0.747,127.819
Needle (feat. Drake),"Nicki Minaj, Drake",calm,0.323,0.593,0.807,110.001
Don't Play,"Anne-Marie, KSI, Digital Farm Animals",energetic,0.52,0.784,0.695,128.031
INTERNATIONAL GANGSTAS,"Farid Bang, CAPO, 6ix9ine, SCH",calm,0.393,0.622,0.74,148.04
Beautiful Trip,Kid Cudi,calm,0.42,0.513,0.331,133.971
AYA,"Murda, Ezhel",happy,0.694,0.68,0.743,180.059
The Planet,BTS,happy,0.687,0.848,0.665,119.986
Immortal,21 Savage,happy,0.663,0.87,0.741,184.194
Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault),"Taylor Swift, Ed Sheeran",calm,0.443,0.488,0.61,125.039
Whatever It Takes,Imagine Dragons,calm,0.537,0.649,0.675,134.955
ZOOM,Jessi,calm,0.457,0.6,0.874,100.012
Away From Home,Drake,calm,0.226,0.625,0.848,93.019
Jingle Bell Rock,Bobby Helms,calm,0.751,0.326,0.741,120.992
Keep My Spirit Alive,Kanye West,calm,0.0627,0.655,0.467,166.382
PAINTING PICTURES,Superstar Pride,calm,0.693,0.513,0.955,119.927
After Dark (feat. Static Major & Ty Dolla $ign),"Drake, Static Major, Ty Dolla $ign",sad,0.333,0.429,0.65,141.855
I Cannot Be (A Sadder Song) (with Gunna),"Post Malone, Gunna",happy,0.646,0.668,0.517,79.782
Start Over,Imagine Dragons,happy,0.74,0.929,0.698,98.026
Diamond Heart,"Alan Walker, Sophia Somajo",calm,0.253,0.638,0.499,89.98
"Ego Death (feat. Kanye West, FKA twigs & Skrillex)","Ty Dolla $ign, FKA twigs, Skrillex, Kanye West",calm,0.321,0.615,0.813,111.039
As the World Caves In,Matt Maltese,sad,0.18,0.45,0.331,123.829
durag activity (with Travis Scott),"Baby Keem, Travis Scott",energetic,0.505,0.701,0.89,80.462
Ice Cream (with Selena Gomez),"BLACKPINK, Selena Gomez",happy,0.91,0.701,0.79,159.972
CYBERTRUCK,Bad Bunny,energetic,0.0991,0.905,0.704,151.823
Frágil,"Yahritza Y Su Esencia, Grupo Frontera",energetic,0.393,0.726,0.605,149.918
For Youth,BTS,calm,0.29,0.511,0.633,116.855
Conversations,Juice WRLD,calm,0.57,0.622,0.747,159.93
Say It First,Sam Smith,sad,0.156,0.407,0.566,119.781
Nada,"Cali Y El Dandee, Danna Paola",happy,0.712,0.808,0.684,173.905
Avalanche,Migos,happy,0.687,0.623,0.917,126.063
Bubbly (with Drake & Travis Scott),"Young Thug, Drake, Travis Scott",calm,0.599,0.585,0.91,129.011
Man of the Woods,Justin Timberlake,calm,0.724,0.452,0.624,199.775
I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",sad,0.155,0.453,0.429,77.639
Father Stretch My Hands Pt. 1,Kanye West,calm,0.438,0.573,0.724,113.088
MoshPit (feat. Juice WRLD),"Kodak Black, Juice WRLD",calm,0.49,0.627,0.769,157.938
Bloody Waters (with Anderson .Paak & James Blake),"Ab-Soul, Anderson .Paak, James Blake",calm,0.202,0.606,0.507,180.607
WHO? WHAT!,Travis Scott,happy,0.681,0.731,0.834,140.001
Prayers Up (feat. Travis Scott & A-Trak),"Calvin Harris, Travis Scott, A-Trak, Funk Wav",happy,0.778,0.637,0.821,86.01
Ich weiß nicht mal wie sie heißt,"Capital Bra, Bozza",happy,0.609,0.836,0.498,199.846
BEBE (feat. Anuel AA),"6ix9ine, Anuel AA",energetic,0.286,0.902,0.635,102.063
Bad and Boujee (feat. Lil Uzi Vert),"Migos, Lil Uzi Vert",calm,0.168,0.666,0.926,127.079
STARING AT THE SKY,XXXTENTACION,calm,0.689,0.338,0.557,140.935
Auto Pilot,Migos,energetic,0.254,0.721,0.928,129.997
Baby (with J Balvin),"Sfera Ebbasta, J Balvin",happy,0.606,0.882,0.755,99.984
Free Woman,Lady Gaga,energetic,0.478,0.927,0.731,119.006
Lust For Life (with The Weeknd),"Lana Del Rey, The Weeknd",calm,0.271,0.672,0.456,99.998
Allergic,Post Malone,energetic,0.57,0.741,0.665,144.968
As It Was,Harry Styles,happy,0.662,0.731,0.52,173.93
Bout A Million (feat. 42 Dugg & 21 Savage),"Pop Smoke, 21 Savage, 42 Dugg",calm,0.411,0.67,0.716,145.043
X (with 2 Chainz & Saudi),"ScHoolboy Q, 2 Chainz, Saudi",calm,0.405,0.471,0.768,131.023
Rosa Pastel,"Peso Pluma, Jasiel Nuñez",happy,0.86,0.68,0.702,122.895
Just Wanna Rock,Lil Uzi Vert,calm,0.0385,0.545,0.485,150.185
Love Not War (The Tampa Beat),"Jason Derulo, Nuka",happy,0.865,0.85,0.738,98.013
The Next Episode,"Dr. Dre, Snoop Dogg",energetic,0.309,0.909,0.922,95.295
Born To Be Yours,"Kygo, Imagine Dragons",energetic,0.456,0.709,0.681,114.02
WORKIN ME,Quavo,calm,0.228,0.657,0.792,169.969
ASTROTHUNDER,Travis Scott,sad,0.286,0.46,0.7,151.901
<3,Bad Bunny,happy,0.634,0.665,0.631,80.353
Feel Me,Selena Gomez,energetic,0.392,0.808,0.71,99.989
MONACO,Bad Bunny,calm,0.13,0.621,0.787,139.056
"Baby, It's Cold Outside",Dean Martin,calm,0.537,0.196,0.469,130.036
ME! (feat. Brendon Urie of Panic! At The Disco),"Taylor Swift, Brendon Urie, Panic! At The Disco",happy,0.657,0.839,0.614,182.123
Too Late,SZA,calm,0.355,0.692,0.415,101.867
DÁKITI,"Bad Bunny, Jhayco",calm,0.145,0.573,0.731,109.928
Loco Enamorado,"Abraham Mateo, Farruko, Christian Daniel",happy,0.731,0.872,0.69,94.0
This Feeling,"The Chainsmokers, Kelsea Ballerini",calm,0.449,0.571,0.575,105.049
RITMO (Bad Boys For Life),"Black Eyed Peas, J Balvin",happy,0.684,0.704,0.723,105.095
Floating (feat. 21 Savage),"ScHoolboy Q, 21 Savage",calm,0.543,0.545,0.906,139.932
What I Like About You (feat. Theresa Rex),"Jonas Blue, Theresa Rex",energetic,0.553,0.8,0.46,102.46
Butterfly Doors,Lil Pump,calm,0.429,0.397,0.925,130.008
GOOBA,6ix9ine,calm,0.393,0.688,0.611,178.462
Say Don't Go (Taylor's Version) (From The Vault),Taylor Swift,calm,0.192,0.547,0.626,109.946
"Standard (feat. Trettmann, Gringo, Ufo361 & Gzuz)","KITSCHKRIEG, SFR, GRiNGO, Ufo361, Trettmann, Gzuz",happy,0.876,0.76,0.825,89.003
Small Talk,Katy Perry,happy,0.602,0.631,0.846,115.999
X SI VOLVEMOS,"KAROL G, Romeo Santos",energetic,0.575,0.807,0.794,178.003
25/8,Bad Bunny,energetic,0.542,0.732,0.761,151.982
Used (feat. Don Toliver),"SZA, Don Toliver",happy,0.837,0.685,0.733,150.073
bury a friend,Billie Eilish,sad,0.196,0.389,0.905,120.046
10 Years,Daði Freyr,calm,0.443,0.621,0.798,123.038
Life's A Mess II (with Clever & Post Malone),"Juice WRLD, Clever, Post Malone",calm,0.701,0.37,0.53,140.061
Red (Taylor's Version),Taylor Swift,energetic,0.408,0.777,0.516,125.047
Best Part (feat. H.E.R.),"Daniel Caesar, H.E.R.",calm,0.413,0.371,0.473,75.205
Only You Freestyle,"Headie One, Drake",happy,0.804,0.826,0.68,146.95
Whiskey (feat. A$AP Rocky),"Maroon 5, A$AP Rocky",sad,0.0736,0.41,0.597,103.666
Bad Bitch From Tokyo (Intro),Pop Smoke,happy,0.674,0.64,0.645,140.248
Antidepresan,"Mert Demir, Mabel Matiz",calm,0.915,0.589,0.7,100.014
Houdini,Dua Lipa,happy,0.866,0.789,0.744,116.985
Middle,"DJ Snake, Bipolar Sunshine",calm,0.213,0.7,0.611,104.981
breathin,Ariana Grande,calm,0.364,0.656,0.568,100.049
Bruises,Lewis Capaldi,sad,0.361,0.308,0.736,111.202
Real Spill,Lil Baby,calm,0.284,0.557,0.776,156.978
Better Man (Taylor's Version) (From The Vault),Taylor Swift,calm,0.255,0.579,0.473,73.942
Static,Steve Lacy,sad,0.215,0.305,0.335,79.001
Cut You Off,Selena Gomez,calm,0.842,0.294,0.855,139.745
WAP (feat. Megan Thee Stallion),"Cardi B, Megan Thee Stallion",sad,0.357,0.454,0.935,133.073
Tiroteo - Remix,"Marc Seguí, Rauw Alejandro, Pol Granch",calm,0.601,0.522,0.75,110.427
Past Life (with Selena Gomez),"Trevor Daniel, Selena Gomez",calm,0.294,0.539,0.612,79.948
Você Beberia Ou Não Beberia?,Zé Neto & Cristiano,energetic,0.591,0.772,0.596,75.663
Simple,Florida Georgia Line,happy,0.881,0.889,0.375,199.669
All Of The Girls You Loved Before,Taylor Swift,sad,0.396,0.467,0.718,95.96
El Cielo,"Sky Rompiendo, Feid, Myke Towers",calm,0.169,0.642,0.715,105.964
changes,XXXTENTACION,calm,0.493,0.319,0.694,129.797
HASTA ABAJO,"KEVIN ROLDAN, Bryant Myers, Lyanno",happy,0.641,0.671,0.714,169.732
Good Days,SZA,calm,0.383,0.651,0.461,121.07
Old Me,5 Seconds of Summer,calm,0.473,0.62,0.721,127.979
MORENA,Luan Santana,energetic,0.476,0.731,0.526,86.959
The Christmas Song (Merry Christmas To You),Nat King Cole,sad,0.209,0.21,0.319,78.696
